case,phi1_deg,delta_ln_density,response_phi2_deg,response_distance_kpc,response_pm1_masyr,response_pm2_masyr,response_phi2_width_deg,response_distance_width_kpc,response_pm1_width_masyr,response_pm2_width_masyr,sigma_phi2_deg,sigma_distance_kpc,sigma_pm1_masyr,sigma_pm2_masyr,z_phi2,z_distance,z_pm1,z_pm2,n_control,n_perturbed,n_control_phi2,n_perturbed_phi2
G3,-39.0,-0.035453774880277296,-0.044180209110865565,-0.015905458364400715,-0.03107998524671096,-0.011929805157815387,-0.015467658904254111,-0.007318617667776174,-0.018993269453410636,-0.0022982952789094464,0.0050031449314854115,0.001041278008462804,0.0019337638910732415,0.0006670917036901828,-8.830487566497231,-15.274939291074906,-16.072275105654978,-17.88330613590713,6603,6373,6603,6373
G3,-37.0,-0.5479975648002904,-0.020670985071028436,-0.019117463502866805,-0.04303691589099756,-0.012417862531817647,-0.014945765385419918,0.0012275117595179352,0.0020521428126750174,0.0016396004665866805,0.0043543715687129865,0.0009604662171529236,0.0021201967312383468,0.0006234447534563553,-4.7471798731081005,-19.904358072620226,-20.298548364359057,-19.91814425091151,10012,5788,10012,5788
G3,-35.0,-0.3568882924443242,0.029850350954068794,0.01501857542716234,0.036877781439415,0.011458448446331815,-0.020330869226302922,0.0031993037861785395,0.006302036302166192,0.0031109515618636917,0.005254965982035417,0.0009871959405093785,0.002212297745463844,0.0007866399724862383,5.6804080285419465,15.213368299927346,16.6694476433067,14.56631857915442,6027,4218,6027,4218
G3,-33.0,0.01896747743015249,0.06027444679977359,0.020570356696926417,0.04663167061045925,0.010140100380121364,-0.027499947137648195,-0.006838001417002942,-0.012481495249749952,-0.003341020302536725,0.00558901801266252,0.001359610819047837,0.0030145410150483145,0.000855836122647592,10.784443110259328,15.129591798432624,15.468912307936165,11.848179939813965,4909,5003,4909,5003
G3,-31.0,0.3671379686949965,0.1364226776575676,0.036990665585182825,0.05425654013965264,0.023690559908088993,-0.0442432396185152,-0.018534845520374273,-0.05660328492571859,-0.0026256121398082546,0.004066088077261261,0.0009789979794318597,0.002198064563181594,0.0006405985955442155,33.551333632068285,37.7842103480638,24.683779106614995,36.981910470726,9441,13629,9441,13629
G3,-29.0,-0.04754210923802257,-0.005461973911967011,-0.0005249534983482462,0.0034246606767638355,-0.00013490651111425223,0.005538610336549565,-0.0014199192523346865,-0.0026603519465303593,-0.0011695721092011835,0.004234930986175982,0.001158801987024983,0.0023557707382037903,0.0008078525256252965,-1.2897433109999776,-0.4530139784243644,1.4537325815393412,-0.16699398322711373,9649,9201,9649,9201
G3,-27.0,0.05629866772661992,-0.04002010436547393,-0.013751621083188503,-0.021859046778857305,-0.0071730936922072,0.0069141544036290525,0.0009237180057378794,-0.003509212789148869,-0.000924746935970909,0.005401969873688035,0.0013247972343391325,0.002585215796980964,0.0007896002669542733,-7.408427907087048,-10.380170434193593,-8.455405078517808,-9.08446209102232,5301,5608,5301,5608
G3,-25.0,0.15195809370019814,-0.04428951128147901,-0.01699397040423989,-0.03140398527448873,-0.007786424402083991,0.0029577233436142436,0.006304804966482766,0.013593737990470242,0.003619752631289403,0.004567967431646542,0.0009331570127695121,0.0018110913940844547,0.0005917501128203788,-9.69567142152646,-18.211265812388387,-17.33981254455914,-13.15829812853369,7501,8732,7501,8732
G3,-23.0,-0.07592889660201814,-0.005655021243197056,-0.007458881047739396,-0.01507545887113082,-0.0029562189741847433,0.004196906563681407,0.003117616639050108,0.006014122096666921,0.0008685892496463898,0.0030201603632277548,0.0010046259293162109,0.0019493260192799207,0.0006230106421593957,-1.8724241639782764,-7.424535670521876,-7.733677549073952,-4.745053734456758,11078,10268,11078,10268
G3,-21.0,0.009445530310664734,-0.01892822223553553,-0.004327116774586415,0.001090141266043787,0.0008556681655664811,0.011633590989428039,0.0020949007400526756,-0.0014411080869729254,0.00018931933123929323,0.0048775905996252325,0.0013373033200937707,0.0022254192928167988,0.0008050749600971727,-3.8806500564007713,-3.2357033064742566,0.48985881876846377,1.0628428506374137,6533,6595,6533,6595
G3,-19.0,0.10568794436315167,-0.015686911138906044,-0.010874138744110695,-0.015315522328217313,-0.0009710193943841539,0.014594649836865647,0.002580970938960446,0.002740381900282071,0.0006259973475918681,0.004728574428315395,0.0013480032274373543,0.002403165098492218,0.0005950903042151534,-3.317471550192914,-8.066849190549174,-6.373062898519333,-1.6317177199934418,7634,8485,7634,8485
G3,-17.0,0.026585868942919134,-0.03260942537587885,-0.01632033865299931,-0.022899070672290023,-0.003536760473019651,0.0015403814677062977,0.0004344488566877594,-0.00022844289564731557,-0.0004256782580531575,0.004638975756189459,0.0011081426526702936,0.0021527382211616957,0.0005050153823548993,-7.029445095152823,-14.72765136661075,-10.637183122029976,-7.003272764737678,8945,9186,8945,9186
G3,-15.0,0.0016021976418948668,-0.03825639604005279,-0.018151429514603024,-0.02303110663368635,-0.005821664943781002,-0.0031968317230534893,0.0008659750033172403,0.0013817846270235828,-8.933665159586296e-06,0.004068284466612288,0.0012420371257552045,0.0024001565695167424,0.0006059094328379671,-9.403569576812158,-14.6142407003867,-9.595668435215261,-9.608143772433786,8731,8745,8731,8745
G3,-13.0,-0.00912490777700061,-0.03659810247301465,-0.018272358424193058,-0.025082890534406488,-0.0055768717223956266,-0.0008822483037721762,0.0012647787598229349,0.00021276854517618404,0.0005200742414092976,0.0035712019395252904,0.0013114592582767655,0.002725337897313219,0.0006085437228561212,-10.24811900664445,-13.932844889289674,-9.203589235351153,-9.164290934135844,8477,8400,8477,8400
G3,-11.0,-0.03780169650081654,-0.0396721282770206,-0.020120556433399273,-0.025366582793624914,-0.0059346591725417674,0.000221274644306102,-0.0004099648023449254,-0.0027602935981249216,-0.0005146632948538482,0.0040473869651528075,0.0013856842495668534,0.0028724864543981,0.0006004934103196709,-9.801911361228786,-14.520303914610196,-8.830879865346562,-9.882971354144367,7521,7242,7521,7242
G3,-9.0,-0.08024859911065065,-0.05053365364406648,-0.02215020879327767,-0.025851890085949236,-0.007380414953750858,0.0005448442367494977,-0.0019134259345378046,-0.003928224851622017,-0.0006007761978862186,0.004907314309461934,0.0015960001662934581,0.003059709769879529,0.0007171085384622237,-10.297619116556502,-13.878575492081051,-8.449131463526722,-10.291907790663753,5667,5230,5667,5230
G3,-7.0,-0.07234760885727902,-0.049744051354442265,-0.025462091286382105,-0.02700396898789137,-0.008191852172130698,0.0036342648394806776,0.0006561637318562297,-0.001150802821236127,-0.00031292129393566473,0.006365855070117153,0.0020994103335780267,0.004194719756962155,0.0008737242643039403,-7.814197905314048,-12.128210897670034,-6.437609793376955,-9.375786511613942,3711,3452,3711,3452
G3,-5.0,-0.059908252753408914,-0.04615343264792626,-0.026979393165726506,-0.028437910874419714,-0.008398531672465737,1.30740556899267e-05,0.004189391034012613,0.00937993196868267,-9.114603298070872e-05,0.0066560815277633715,0.0024439562118054783,0.004606356674833803,0.0010875186215274083,-6.9340245391247635,-11.03922935910354,-6.173623295344525,-7.722655507884626,2442,2300,2442,2300
G3,-3.0,-0.09235159776457966,-0.04940149433716412,-0.02381955139923697,-0.02392131509055595,-0.00786308085633225,-0.004530485670984463,0.0015512115801217946,-0.0012932187684481233,-0.00030465356168713625,0.009245337630606457,0.00364501795993674,0.005656542779202221,0.001179295625392155,-5.343395375158796,-6.534824152046253,-4.228963878521172,-6.667607923770186,1485,1354,1485,1354
G3,-1.0,-0.08923113372794264,-0.0448617591609366,-0.020068328151447545,-0.01722483570534017,-0.008081219447000798,0.0014696115321087555,-0.00030418936366162497,0.001727321413673849,-0.0011022670782038918,0.01210992508014342,0.005399315918708584,0.0073667732708530085,0.001270523532773425,-3.7045447320310996,-3.716827919238983,-2.338179155518612,-6.360542908922206,820,750,820,750
G4,-59.0,0.13539461366853162,-0.03121645804179929,-0.02575322253464485,-0.06081229681163158,-0.005419994940058626,-0.012823789485169629,0.002328258989736806,0.0060586698479023066,0.00017289620036864753,0.007553228256386645,0.0012128348970825624,0.0032299937552018976,0.0009492557454578519,-4.132863059633364,-21.23390627742774,-18.82737287454303,-5.709730982396545,2614,2993,2614,2993
G4,-57.0,0.11523150412255544,-0.025740370491003195,-0.02864744158241983,-0.06422403825919076,-0.006812112709190465,0.004121705457835745,-0.00018768349815751623,0.00206048069095377,0.0006983137947229462,0.008202343030478527,0.0014768982715858735,0.00439086381091008,0.0008410261679895989,-3.1381728849130437,-19.397031016671576,-14.62674339832901,-8.099763085225087,3619,4061,3619,4061
G4,-55.0,0.06619367895889638,-0.037750262246391275,-0.026864822826192736,-0.06518495062538321,-0.006938397592698653,-0.004454097442673999,-0.0006492506550255517,0.00012204322367467824,-6.8929906556734755e-06,0.0062778393138802025,0.0012797967870681569,0.0026574450138203694,0.000690450153493147,-6.013257166829047,-20.991475441766383,-24.529181332588582,-10.04909269350683,4603,4918,4603,4918
G4,-53.0,0.06252609074546414,-0.028068313684545432,-0.024357405457061887,-0.055597127085828646,-0.006359249678022927,0.0006134588360842408,-0.0020533506300045995,-0.005513192372098033,0.00010757284470474734,0.005738290188311388,0.000989316102597782,0.0023274599755747647,0.0006328097046140208,-4.891407154995262,-24.620447795303576,-23.887468600657236,-10.049229067847056,5285,5626,5285,5626
G4,-51.0,0.006358789832927089,-0.033475033777884466,-0.023302414300152563,-0.05178883691321445,-0.006637253048280112,0.002509401513971332,-0.0001605656245121656,0.0013033778288400188,-0.000502330222622499,0.005503702024825946,0.0009259944898856808,0.0020541286549622525,0.0006536223551245184,-6.082275825778034,-25.16474401810898,-25.212070718212217,-10.154568607151878,5957,5995,5957,5995
G4,-49.0,0.04300695088176807,-0.039961239443054686,-0.026534265889549324,-0.05831428392426474,-0.008330310940741992,0.006298329394748059,0.002550208866987737,0.007024692781027991,0.0008425961283388544,0.005201579271947151,0.0009326730828721516,0.002180353895185834,0.0006408921281554571,-7.682520510371009,-28.44969622993459,-26.745329761843337,-12.997992290398926,6053,6319,6053,6319
G4,-47.0,0.04415432941674203,-0.06233892638062316,-0.02971483231503047,-0.06662713869170922,-0.008801225796818635,0.01026606846937117,-0.0021486711519144303,-0.0036055057430229576,-0.0012664985869059696,0.005848310574493915,0.0009360379437985957,0.00203250262871133,0.0005629147433678267,-10.65930503973238,-31.745328821225772,-32.78083764838863,-15.635095546018821,6579,6876,6579,6876
G4,-45.0,-0.004958446793183015,-0.06417897749902554,-0.026050622609586682,-0.05821128113553442,-0.008601695861181646,0.007638524497724231,-0.0021987017280939505,-0.0061747076660708805,7.425793307653389e-05,0.0059899288853120574,0.0008408938408714842,0.0020418794450790478,0.000531156549712886,-10.714480710513813,-30.979680601047548,-28.508676785901468,-16.194276180593555,6874,6840,6874,6840
G4,-43.0,-0.09800049856522493,-0.06581714814552711,-0.02785673957254886,-0.06218307433431747,-0.009967755473322182,0.005129310324129943,0.0008095130389647875,0.003629405435770991,5.305124850463194e-05,0.00632709860205386,0.0008575463687757498,0.002086733084857887,0.0005754081231663077,-10.402421755235803,-32.48423710582286,-29.799246863693792,-17.32293144989412,6588,5973,6588,5973
G4,-41.0,-0.16834177854639376,-0.08918032437053605,-0.034137560782226295,-0.07574949682010157,-0.01473508249772415,0.0030084692472188146,-0.001723356080965334,-0.003898109101212771,-0.0005657024471570626,0.008023794548506121,0.001213323231769766,0.0025839742437090973,0.0006767004941034932,-11.114482534593279,-28.13558653486993,-29.315112952275005,-21.774895431760388,5157,4358,5157,4358
G4,-39.0,-0.03639569017754606,-0.032623487603180845,-0.012975362118626599,-0.02525555059740725,-0.009477671807814225,-0.008308822807538446,-0.003538820110460396,-0.007362252423619112,-0.0004532152601481945,0.004958862152714361,0.0010246624045694398,0.0021902488329372002,0.0006831273683418794,-6.5788252624291115,-12.663060595141879,-11.530904716218327,-13.873945397355254,6603,6367,6603,6367
G4,-37.0,-0.3299811639126888,-0.019518742567734393,-0.013764652222550744,-0.0307244226943979,-0.007769857425850013,-0.017535466620679035,-0.0017702355464092184,-0.005036172355889532,0.0011110452776667244,0.0038901896808248735,0.0007227354639254064,0.0014990060366717056,0.0005680663365480123,-5.017426955797089,-19.045214894797795,-20.496530329268314,-13.677729036128712,10012,7198,10012,7198
G4,-35.0,-0.2540202117602567,0.004968451067626084,0.003502527113102616,0.011654463215327482,0.00507395344042294,-0.017773889700923223,0.0027220112820836584,0.008297063326200976,0.003471289845987803,0.005001360033287659,0.0009632992272315102,0.002116966824977334,0.0006559534605368954,0.9934199966723967,3.6359700226987224,5.505264928019013,7.735233893377022,6027,4675,6027,4675
G4,-33.0,0.036796792826552085,0.03170528454554555,0.011539403284488436,0.027242106640265717,0.005305430336875361,-0.02026677958521647,-0.005536111900178019,-0.0112480640839073,-0.0033574982187426564,0.00533540964578983,0.0013490947112660052,0.002804458112760916,0.0008347189754700085,5.942427414278149,8.553441940084202,9.713857559971387,6.355947921140778,4909,5093,4909,5093
G4,-31.0,0.2511967313738449,0.11348704870971105,0.03415537528532209,0.06709532587909095,0.023750282223930608,-0.027124638831973774,-0.002248912471298735,-0.033293880768852105,0.004127951413427429,0.004342085401769456,0.0011117094573671086,0.002306645948759922,0.000720436315481528,26.136530770091166,30.723292906235756,29.087830282389945,32.966525581176874,9441,12137,9441,12137
G4,-29.0,-0.044720314441827926,-0.003511686752599774,0.00014536278455246077,0.0032846486846516143,0.00018318406255124486,0.003916405264174472,-0.001210507295801161,-0.002179545999877547,-0.0009692700188932354,0.004379206267647344,0.0011052533257493063,0.0024621934200693804,0.0007753620088084775,-0.801900284657377,0.1315198798012321,1.3340335726179702,0.23625617514165984,9649,9227,9649,9227
G4,-27.0,0.03594310584991555,-0.029510518672062225,-0.010304133496189749,-0.014531256813635096,-0.005021731688714226,0.00571306320395662,-0.0004305361562059046,-0.004166988278717754,-0.000783554114458844,0.005188836021415929,0.001441442826788375,0.002434066114417175,0.000767516311218672,-5.687309938156303,-7.148485742683256,-5.9699515668720995,-6.542833833382195,5301,5495,5301,5495
G4,-25.0,0.12184829222882788,-0.03675807374177448,-0.014207116514847407,-0.02571001876101775,-0.006696150014838587,0.004018469859372126,0.005298242723588337,0.010847136591691106,0.0029966812167838384,0.0047399567622341396,0.0009024656549370584,0.0016133220048919496,0.0005696352624301886,-7.754938617720399,-15.742556447578348,-15.936073941258645,-11.755153615791528,7501,8473,7501,8473
G4,-23.0,-0.06729854000417042,-0.0011418095518188898,-0.005067782894187189,-0.010258351403139798,-0.001894714556622823,0.0009322381582859418,0.002951737641741982,0.0063687385386913264,0.0009684819192455063,0.0028479352731658643,0.000895889271877725,0.0019422751625610597,0.0006281327452774075,-0.4009253870961802,-5.656706753018093,-5.281615911523713,-3.0164237907801548,11078,10357,11078,10357
G4,-21.0,-0.07647745993250385,0.008392886831966567,0.005086078390723614,0.01203267498549998,0.004877763802768609,-0.005447697828593306,0.002710106963104246,-8.789485189376889e-05,-0.00018875671923455906,0.005194410432939225,0.0015889267661460978,0.0025348665824223592,0.0008076798829913356,1.6157534989428057,3.200952050836031,4.746867179889745,6.039229037998629,6533,6052,6533,6052
G4,-19.0,0.06797934607953242,0.007128994669778222,-0.00022102803435330998,0.00026799624358631036,0.0058068720891739645,0.005350465640290181,0.0030335380605547996,0.003207873268143452,-6.279910876259148e-05,0.005075536717588248,0.0012297565304497824,0.0022125467633918217,0.0006128606091941527,1.4045794694133786,-0.17973316577751303,0.12112568557668522,9.47502907196041,7634,8171,7634,8171
G4,-17.0,0.05333146185983095,-0.0062872790362289155,-0.0069170977933552535,-0.0084177442526574,0.0036546344665540076,0.0018605973078822946,0.0019240857136653342,0.001671117137810152,-2.942894423191983e-05,0.004637191860047297,0.001136470407020446,0.0021115208695634494,0.0005334112988196974,-1.3558375900721926,-6.0864741841278835,-3.9865787613066512,6.851438045352203,8945,9435,8945,9435
G4,-15.0,0.02789722953106979,-0.018451052288264796,-0.009788980408067971,-0.013565838756623094,0.0007208135727361231,0.0013990472533212672,0.00014169516817200134,-0.0015395310111511046,-0.0007757453663332081,0.004121739091761238,0.0012398282892181257,0.0024060419282986418,0.0005287591579807206,-4.476521166792384,-7.895432370107644,-5.6382387177333015,1.3632171885000337,8731,8978,8731,8978
G4,-13.0,0.0035327403674788762,-0.022866611470021003,-0.013012751741435125,-0.017786329605490536,-0.0005485460065575154,-1.860606268533349e-05,0.0006274784773601244,-0.00046247230038376497,-0.0001305011046878017,0.0035819554268420456,0.001251968985419634,0.0024027171602420683,0.000619144678813267,-6.383834734141531,-10.393829154700283,-7.402589826136092,-0.8859738689976789,8477,8507,8477,8507
G4,-11.0,-0.016895011681502963,-0.028861106919289115,-0.015153616695830152,-0.01901925338070498,-0.0011545823763343677,0.0022206710183956813,-0.00016476499153883495,-0.002170511689446958,-0.00028709476356775926,0.004382609860345733,0.0012947098825095958,0.0026542437431598697,0.0006110043481606591,-6.585369868403558,-11.704256606474031,-7.165601663267976,-1.8896467427933568,7521,7395,7521,7395
G4,-9.0,-0.051042566579130276,-0.03889983746698156,-0.01681653590720522,-0.019502802898626825,-0.0024828732934625286,-0.000427469086534793,-0.001282560789375456,-0.0034245617232925574,-0.00022617724414021254,0.005089072977500251,0.0016535741936323607,0.0027666909732145493,0.0006924427914803588,-7.6437963532779065,-10.169810324787909,-7.04914393672489,-3.5856728151569692,5667,5385,5667,5385
G4,-7.0,-0.04660984271781872,-0.04047512669877773,-0.018932583884168963,-0.021101924979536335,-0.0034055049429491113,0.003376144175341156,0.001221517544251302,0.000821325734245551,-0.0002587192301178286,0.006696371351435373,0.0023051198267051228,0.0035772560995724757,0.0007587666620727391,-6.0443372349865045,-8.213275364183865,-5.898913690316515,-4.488211084085087,3711,3542,3711,3542
G4,-5.0,-0.044805484567652244,-0.04141063123385491,-0.019839494208351738,-0.021802828746018577,-0.0037774522173816827,0.0004178971006302268,0.00341704979796964,0.004826237114736745,-0.00035251316063436566,0.006640914183740761,0.0026299023600699464,0.004800526091464205,0.000938691781465212,-6.235682330490335,-7.543813987004474,-4.541758201207591,-4.024166709423434,2442,2335,2442,2335
G4,-3.0,-0.06037212844304447,-0.04525772008935114,-0.01912930958221537,-0.018958630619168915,-0.003685770039194569,-0.001284002671215756,0.0009681466696433993,-1.2405586809080549e-05,-0.0004168613720001227,0.009844184294482139,0.004135196690284169,0.005719649863214904,0.001191979778540082,-4.59740682777739,-4.6259733248385855,-3.3146488111271615,-3.092141415107597,1485,1398,1485,1398
G4,-1.0,-0.07730256286266882,-0.04484376609561891,-0.01686530098254657,-0.013758049161317842,-0.004429415918389523,0.004741670741953363,-0.00042963124843201084,-0.0005981133637849162,-0.0012049668592894122,0.012530648059705725,0.005765187966057959,0.007738689924013726,0.001368153206557606,-3.578726805026239,-2.9253687966185247,-1.777826647198462,-3.2375145540420314,820,759,820,759
G5,-59.0,0.13572867079540635,-0.03164943248766883,-0.02581909174936925,-0.06091270168143659,-0.005432570161604033,-0.013074553520789067,0.0023061786751756505,0.005793884726164544,0.00020902189640779542,0.007733896912297898,0.0012035162093761958,0.0032326070357186656,0.0009141729139680421,-4.09230079564962,-21.45304861556601,-18.843212617055578,-5.942606785431346,2614,2994,2614,2994
G5,-57.0,0.11473889327515531,-0.025913589602757248,-0.02871757660586116,-0.06433889085784017,-0.006885924525319442,0.0043895856343890705,-0.0001816409257612353,0.0018133419713402127,0.0007062487317638956,0.008290321223882737,0.0014804718120093212,0.004349816039470053,0.0008485755230273641,-3.1257642379532222,-19.397584184250817,-14.791175137990136,-8.114686717280426,3619,4059,3619,4059
G5,-55.0,0.06720983594095914,-0.038208185161197894,-0.026977425768000884,-0.06534835258717919,-0.006978468013527639,-0.004237724292899037,-0.0006687197680074683,2.601336363948492e-05,5.1601083488141825e-05,0.006163530851913886,0.001288470707382097,0.0026880780004846757,0.0006934845707245285,-6.199074212362151,-20.937554585787495,-24.310437634397704,-10.062903066807642,4603,4923,4603,4923
G5,-53.0,0.06217053518616274,-0.02860551810787154,-0.024453950344425657,-0.055734767515115635,-0.006432338339481092,0.00028151815066623787,-0.0020540894327301246,-0.005488129415709267,0.00012350192986074204,0.005592039420974424,0.0010139709540512192,0.002331238964579232,0.0006305356640567172,-5.115399938093958,-24.11701266858025,-23.907788245627266,-10.201387020833922,5285,5624,5285,5624
G5,-51.0,0.007025790024405602,-0.033621116065921886,-0.023357979163811216,-0.0519260514014146,-0.006662896328248458,0.002497842244135823,-0.00014567406276728978,0.001273948656523527,-0.00048176130039756515,0.005555989272105276,0.000937868806649189,0.0020686302685345185,0.0006357481985426772,-6.051328470830933,-24.90538015361065,-25.10165890504958,-10.480401428618729,5957,5999,5957,5999
G5,-49.0,0.043165191249215876,-0.04040743256604146,-0.02658368634676389,-0.05848261753257056,-0.008333874794741902,0.006776431875395145,0.002410632869216736,0.006827348904788755,0.000822474216364371,0.005145124051816298,0.0009416043164799594,0.0021927885885281613,0.0006487825456551647,-7.853539032120536,-28.23233271289882,-26.670431357828768,-12.84540536818241,6053,6320,6053,6320
G5,-47.0,0.04429975223383827,-0.0625861303518831,-0.029850304296657804,-0.06722457060364384,-0.008915592845839981,0.00973819667368303,-0.002107892608973483,-0.0033373192606668683,-0.001272511964126706,0.005783510634976212,0.0009538273720647195,0.001970491751949856,0.0005651590073538205,-10.821477524980901,-31.29529008172811,-34.11563156106757,-15.775370700689074,6579,6877,6579,6877
G5,-45.0,-0.005250887210532569,-0.06472818991145199,-0.026164724201847456,-0.05840220261547202,-0.008644529474772789,0.007968771004970177,-0.0022435048462142934,-0.006250174925558891,2.1543435557814378e-05,0.006058898401373406,0.0008422697450905488,0.0020413742759530823,0.0005391717863022505,-10.683161463275184,-31.0645423919799,-28.609257647378282,-16.032978160928497,6874,6838,6874,6838
G5,-43.0,-0.09783309252147586,-0.06637958349747622,-0.027975298032819396,-0.06253772264292223,-0.010038460173701136,0.005270489225959463,0.000810446704688085,0.003610584339770101,-5.56906700712595e-06,0.00634683151037511,0.0008589373940622972,0.0021111925397285956,0.0005934614947911247,-10.458696341468352,-32.56965900682442,-29.621989215138935,-16.91509939871378,6588,5974,6588,5974
G5,-41.0,-0.16834177854639376,-0.08935668024096358,-0.03413962695536554,-0.07544986731520176,-0.014788872857353752,0.002901322034730369,-0.0015394993664604728,-0.003894952683629896,-0.0005341962554507307,0.007729604200293489,0.0011755964677747565,0.002535023467138695,0.000669395849734348,-11.560317698747207,-29.040259894610937,-29.76298574480762,-22.092866072030123,5157,4358,5157,4358
G5,-39.0,-0.035453774880277296,-0.032972097413111856,-0.012845900846447655,-0.025108145907896784,-0.009486787930003349,-0.007994615129841426,-0.0035298180358359493,-0.007527017411942297,-0.00037386628262642274,0.0051106818448855675,0.0010218883621165343,0.0023375094282423376,0.0006580084402746552,-6.451604387408336,-12.570747767242633,-10.741409469640752,-14.417425901168572,6603,6373,6603,6373
G5,-37.0,-0.335134737544725,-0.019901548905258498,-0.013851477876554164,-0.03083840475304811,-0.007871641073744051,-0.017223833777194414,-0.0017673736584664645,-0.004724101525430985,0.0010708259239343501,0.0041096092046369066,0.0007357475243892194,0.00157382411700597,0.0005797945888595424,-4.842686473157451,-18.826400928841675,-19.594568681356108,-13.576603205675982,10012,7161,10012,7161
G5,-35.0,-0.2538063308910851,0.0056200810852276295,0.0034524326905520653,0.011999942475165781,0.005325518122443196,-0.018339122207850556,0.002584047035375396,0.008002835457011484,0.003370009162313354,0.00490128655045442,0.000997366973964132,0.002063133598052448,0.0006693294436466874,1.1466542564638598,3.461547034017014,5.816367144858413,7.956497615626075,6027,4676,6027,4676
G5,-33.0,0.03542141192401255,0.032371780716383414,0.011862081146313486,0.0279156890013752,0.005550776173631089,-0.019670543499214682,-0.005740603782152451,-0.011229563413179641,-0.003430339345627094,0.005416293222139153,0.0014248988197028147,0.002741206311598438,0.0008062306675010135,5.976740805697784,8.324858567001629,10.183724181306568,6.884848713130987,4909,5086,4909,5086
G5,-31.0,0.2535010694851064,0.11378064652083493,0.034669083846370796,0.06712847608450012,0.02376730331997834,-0.027741854098998098,-0.002664616436608744,-0.033952740515911656,0.004053986431517671,0.004173250106317247,0.0011074557971262721,0.0022897386149179845,0.0007503666876119878,27.26427691180065,31.305162640651947,29.317091325249184,31.674251685688287,9441,12165,9441,12165
G5,-29.0,-0.04493709311165582,-0.003493072543818865,0.00016290241468031041,0.0033119834356387656,0.0001902410630432172,0.00395240066804034,-0.0012127824120462538,-0.0021692958355779834,-0.0009689355236618818,0.0043664898439641385,0.001112452563383501,0.0024233415210110102,0.0007712470357114278,-0.799972671102714,0.14643538074544604,1.3667010641805935,0.2466668320711684,9649,9225,9649,9225
G5,-27.0,0.03667077552000853,-0.0297386580165811,-0.010436269565952117,-0.014752595849445882,-0.005060394979226501,0.0056880987283202955,-0.00037740615786858306,-0.004289603952852383,-0.0007908418005354093,0.005170736130973606,0.0013878934074722637,0.002473236005602242,0.0007505174400346375,-5.7513393186787045,-7.519503666322214,-5.964896118295663,-6.742541491098403,5301,5499,5301,5499
G5,-25.0,0.12243822794294616,-0.03678598337993488,-0.014266193896220969,-0.025694623848536935,-0.006695363836052959,0.003977606693365471,0.005380685157800692,0.010939254896077999,0.0030180464056321597,0.004645631643672092,0.0008980515777848839,0.001582755290580713,0.0005661165321597382,-7.918402964652139,-15.88571775733603,-16.23411022629378,-11.826829735054906,7501,8478,7501,8478
G5,-23.0,-0.06787802620929907,-0.0011780700226039498,-0.005116372565460381,-0.010285556518971006,-0.0019186594287536884,0.0009158397569188903,0.002888841030054247,0.006364681678422052,0.0009688591885326642,0.0028776442407622994,0.0009037983006078149,0.0020087491386632773,0.0006365848412539424,-0.4093869582335426,-5.660967233529385,-5.12037880738833,-3.013988559599252,11078,10351,11078,10351
G5,-21.0,-0.07482647722300186,0.007276650060544121,0.0049076399854719455,0.011925956859146325,0.0047979467222107886,-0.005439647941208298,0.0026695309987719643,-0.00025165281420176655,-0.0001815022013749723,0.005420171313560756,0.0015702923868278803,0.002552230607210116,0.0007956916293558908,1.3425129280210444,3.1253033044284075,4.672758341450493,6.029907246975449,6533,6062,6533,6062
G5,-19.0,0.06822408421095467,0.007026721666995455,-0.0003665866998439071,-6.679519366770137e-05,0.005781691260543731,0.005336341776038922,0.0029540009199261474,0.003030648230604935,-0.00011396456265952426,0.004913705432328393,0.0012221039021688656,0.0022366854045703932,0.0006038565232267081,1.4300250114231603,-0.29996361127178006,-0.02986347276698527,9.574610918582541,7634,8173,7634,8173
G5,-17.0,0.05280137968468355,-0.006744723550692611,-0.006985450229986867,-0.00853856681569809,0.0036135376350796555,0.00172437899837527,0.001979916598003638,0.0016596350954206224,1.9636652358986234e-05,0.004700382019403363,0.0011807171094081043,0.00207181613787666,0.0005440744997168688,-1.4349309317519565,-5.916277636976639,-4.121295639896406,6.641622860398909,8945,9430,8945,9430
G5,-15.0,0.027451596725120903,-0.01863010737458068,-0.009890616166376986,-0.013718949774640166,0.0006626022531865949,0.0009460530621076546,0.00016826920084270225,-0.0014543232361385328,-0.0007385911628707033,0.003951849652895689,0.0012527789337475291,0.002373822907041069,0.0005451442614765705,-4.714275342162778,-7.894941318010883,-5.77926421299077,1.2154622180042385,8731,8974,8731,8974
G5,-13.0,0.004002830868555375,-0.02309682843822075,-0.013055858472839077,-0.01797984732497504,-0.0005250282011060037,3.618346816169904e-06,0.0005394597289419684,-0.00046410641119354334,-8.032454885457604e-05,0.0034247332452081738,0.0012455502443250012,0.0024394361377818754,0.0006264804545901048,-6.744124807541558,-10.48200065177974,-7.370493142453695,-0.8380599861643256,8477,8511,8477,8511
G5,-11.0,-0.01757137288415561,-0.02900628788100512,-0.015144792645989114,-0.019040006422992306,-0.0011590495437587833,0.0022385788917089477,-0.00013748256408480097,-0.0021858422376147546,-0.00025680527690764496,0.004316355285426565,0.001351386011508862,0.00272779536573501,0.0005732139929095444,-6.720088121323073,-11.206859118720276,-6.979998082760119,-2.0220189285255046,7521,7390,7521,7390
