case,phi1_deg,delta_ln_density,response_phi2_deg,response_distance_kpc,response_pm1_masyr,response_pm2_masyr,response_phi2_width_deg,response_distance_width_kpc,response_pm1_width_masyr,response_pm2_width_masyr,sigma_phi2_deg,sigma_distance_kpc,sigma_pm1_masyr,sigma_pm2_masyr,z_phi2,z_distance,z_pm1,z_pm2,n_control,n_perturbed,n_control_phi2,n_perturbed_phi2
G2,-1.0,-0.08789868849416402,-0.0449554862845043,-0.019962619819120064,-0.017109702052581,-0.008030744251556143,0.00129177307151504,-0.000315958109475975,0.001870184604742281,-0.0010830654565744356,0.012260593529160625,0.005341804588327774,0.0074234401209024034,0.0013150619342396303,-3.666664764440813,-3.7370554255653268,-2.3048211845077993,-6.1067422320299505,820,751,820,751
G3,-59.0,0.1377306734660796,-0.05374263218385167,-0.026659473294393443,-0.0634306906079658,-0.007364540339314551,-0.014663528292753997,0.0024840562894892157,0.005317235120846822,0.0003665289213763169,0.007665540565032709,0.0012516895623863494,0.003114765660093314,0.0009202973840736477,-7.010938332125615,-21.298790127775046,-20.364514551012967,-8.002348443843013,2614,3000,2614,3000
G3,-57.0,0.11227219246841875,-0.0462005212052532,-0.028990536447506265,-0.06475557018362821,-0.00880425780747407,0.003904191734713236,-0.000296069231728896,0.0008887628539071823,0.00102872867834344,0.008500790842788408,0.001399627596429184,0.004294899986421817,0.0008824325154629303,-5.434849775706118,-20.713035754274,-15.077317373710862,-9.977259057430917,3619,4049,3619,4049
G3,-55.0,0.07025212608788331,-0.05535403129441446,-0.027298040039839933,-0.0657842842630263,-0.008742563220267119,-0.00436804816093217,-0.0008552638877244653,-0.0003456171477420056,0.00019131749829865222,0.006151493662789819,0.0012615249337563396,0.0027364892757299245,0.0006860034859470712,-8.998470018631274,-21.63892231488187,-24.039664560892223,-12.744196493691948,4603,4938,4603,4938
G3,-53.0,0.05753677177106082,-0.04485415061294823,-0.024334396944875714,-0.05530314124030333,-0.00827798295622717,0.0005986090420218582,-0.0021110334349480203,-0.005667208683172123,0.00022997394732273205,0.005411462249741046,0.0010513864348408012,0.00235210924595884,0.0006442202377442848,-8.288730206903805,-23.145055080114645,-23.51214822836979,-12.849616437403837,5285,5598,5285,5598
G3,-51.0,0.0031844491839657495,-0.04853797677298477,-0.023349985846583543,-0.05124383325307491,-0.008427629540671333,0.0018334777685644899,-0.0001493879145550367,0.0008734110409989865,-0.0004398342423611659,0.005536842056812217,0.0009510295291127078,0.002111148463242559,0.0006983420618887941,-8.766364703010877,-24.552324751018645,-24.272965234462188,-12.068053752737253,5957,5976,5957,5976
G3,-49.0,0.03824805865181609,-0.05050384276098052,-0.026020767950135415,-0.05715063599817327,-0.00990944824805906,0.005352653402681734,0.0021559299080881472,0.006423080536362452,0.0007368785539878034,0.005092775393491739,0.0009513290084878471,0.002223666019273496,0.000617319294263733,-9.916762248247075,-27.35201777510795,-25.70108797941033,-16.052387055029445,6053,6289,6053,6289
G3,-47.0,0.04182468363393299,-0.07185473501939393,-0.02938203688142238,-0.06584110576346625,-0.010271155210330285,0.00996288112013477,-0.0019340754695659629,-0.0027484619552145956,-0.0012601209772786226,0.005737743439224351,0.0009494247937689623,0.0020032901554369706,0.0005666351371101697,-12.523169740943926,-30.947197792026852,-32.866484959641085,-18.12657658808985,6579,6860,6579,6860
G3,-45.0,0.00014546512499290703,-0.073505212600774,-0.026047283234277074,-0.05795024332683241,-0.010051198205411449,0.00833292859128787,-0.0019247603201742527,-0.0061434289941382225,-2.1382667659535642e-05,0.006165768853249872,0.0008172522379020173,0.0018559900674763323,0.0005218949766995491,-11.921499872968909,-31.871779637023103,-31.223358541799627,-19.25904378113577,6874,6875,6874,6875
G3,-43.0,-0.08123244569183685,-0.07594578739964578,-0.028108529664089943,-0.06274285111722477,-0.011672637055465618,0.0024579475698349174,0.0018891582542186966,0.00597639366388604,0.0002577684461946249,0.006292671103156074,0.0008383375845008713,0.0021844887127426857,0.0006208412526900753,-12.068926876148883,-33.52889120535515,-28.721984577548767,-18.801323212477655,6588,6074,6588,6074
G3,-41.0,-0.09620256933335096,-0.0961138022862145,-0.035362822739889666,-0.0763956727052193,-0.01685261805450189,0.0032364649629110787,0.0009050053573844072,0.0027171556753990966,0.0008303398589694748,0.008040460037754694,0.0013264024383129289,0.00280371798191855,0.0006623940374806554,-11.953769042430855,-26.66070396015569,-27.247987564335077,-25.441983322493382,5157,4684,5157,4684
