case,phi1_center_deg,phi1_lo_deg,phi1_hi_deg,n_total,phi2_deg_median,phi2_deg_width,phi2_deg_nvalid,distance_kpc_median,distance_kpc_width,distance_kpc_nvalid,pm1_masyr_median,pm1_masyr_width,pm1_masyr_nvalid,pm2_masyr_median,pm2_masyr_width,pm2_masyr_nvalid,rv_kms_median,rv_kms_width,rv_kms_nvalid
S_control,-31.0,-32.0,-30.0,9441,-0.19078953375394084,0.2537621738515624,9441,7.495740740902853,0.06341157456238686,9441,-13.010920533157734,0.13686913273172896,9441,-3.0936052415327278,0.040468304126841007,9441,-81.76601083698904,4.368959731769005,9441
S_control,-29.0,-30.0,-28.0,9649,0.3672016574143499,0.2403482804341915,9649,7.747727369325081,0.06466536173605157,9649,-12.549334536783133,0.13201081757494748,9649,-2.916566506330133,0.04046506599652139,9649,-91.36482110320037,4.329890388778323,9649
S_control,-27.0,-28.0,-26.0,5301,0.4480676480617994,0.23419593873534922,5301,7.897859365551679,0.05746516007266377,5301,-12.220755906119587,0.11257548182035902,5301,-2.8242219860312647,0.03384523708126357,5301,-105.15151362119919,5.007900977008926,5301
S_control,-25.0,-26.0,-24.0,7501,0.31724061928664354,0.2140820955284188,7501,7.976125670432186,0.04326525137814778,7501,-12.023929905181443,0.08263148550996285,7501,-2.7648787914338784,0.026472118087868826,7501,-119.85007845598506,4.134518639452662,7501
S_control,-23.0,-24.0,-22.0,11078,0.22016486054577183,0.1793117491284457,11078,8.064888337933052,0.053252672832078685,11078,-11.824650787973429,0.1065284269103557,11078,-2.704198563399319,0.03247038495869713,11078,-130.04488445318083,4.245144042014302,11078
S_control,-21.0,-22.0,-20.0,6533,0.1769301582650995,0.21933081350409636,6533,8.195063917721503,0.060629011705946805,6533,-11.537174559479341,0.1160615541785908,6533,-2.630428497069501,0.03393322958342007,6533,-141.91120144593773,4.8763293079196535,6533
S_control,-19.0,-20.0,-18.0,7634,0.025311336902649407,0.24621706698250584,7634,8.310764903868149,0.057784862610299324,7634,-11.269820635429223,0.10991493910413787,7634,-2.5667838312281295,0.0316305241542697,7634,-154.8947250014463,4.212100319543237,7634
S_control,-17.0,-18.0,-16.0,8945,-0.09914736183435252,0.22955668024447057,8945,8.440765005985075,0.05986821045504117,8945,-10.993983397528586,0.11502099568623668,8945,-2.500567451202801,0.029930521880167385,8945,-165.95403746081354,4.276456126684754,8945
S_control,-15.0,-16.0,-14.0,8731,-0.2314580889555025,0.21477424876206117,8731,8.57791590737051,0.06559073600257,8731,-10.704445000217053,0.11956181933130659,8731,-2.4354192225868547,0.030588155675331536,8731,-177.22314281673974,4.179448100980156,8731
S_control,-13.0,-14.0,-12.0,8477,-0.3584271057200226,0.19819671689727017,8477,8.724413398221431,0.0684786607761752,8477,-10.402503110461693,0.12454447831570273,8477,-2.3716337077027325,0.031104174701288283,8477,-188.47887233641183,4.034766475674145,8477
S_control,-11.0,-12.0,-10.0,7521,-0.48086988667739805,0.19079339832827474,7521,8.888344292415583,0.06897925057193274,7521,-10.087569213205448,0.12151590291106826,7521,-2.3050450018389177,0.030373622392810832,7521,-199.167971866656,4.000496365397486,7521
