phi1_deg,response_rv_kms
-58.0,0.15428591757805066
-54.0,0.0030632692498926417
-50.0,-0.3224696624650889
-46.0,0.26113011695816724
-42.0,0.5377088212098213
-38.0,0.1818839849686995
-34.0,-1.0880058065443876
-30.0,0.5020198129156768
-26.0,-0.27947965104756634
-22.0,0.5509092173498118
-18.0,-0.36054579094792416
-14.0,0.20581750757460782
-10.0,0.027566995196991684
-6.0,0.15564837249797847
-2.0,0.09532677925301414
