case,phase_space_distance,phi2_distance,distance_distance,pm1_distance,pm2_distance,rv_distance
G1,1.0442586296945942,1.3032752793210411,0.8748833117731374,0.649786196499975,0.8285176268104664,1.3710469016237685
G2,0.8341369677200092,1.0162271638686047,0.7147652150873574,0.5449910276562981,0.6795407487777467,1.084677184155298
G3,0.8478224225599746,1.0190601428805377,0.7204454211611357,0.5497626110586269,0.6870676257158559,1.1234715263293282
G4,0.8796602680189489,1.0280630857577662,0.7318539897507679,0.5612639013857028,0.6962281375059333,1.2152103433522392
G5,0.5060618061936838,0.6795574740374842,0.4626504941040256,0.34864129381780257,0.435803948431855,0.5414546010529568
