case,phase_space_distance,density_distance,phase_plus_density_distance
G1,1.0442586296945942,0.9348960638456634,1.0268407113287072
G2,0.8341369677200092,0.7959748806238643,0.8278987876113274
G3,0.8478224225599746,0.8160838795832046,0.8426156893361781
G4,0.8796602680189489,0.8627536403432472,0.8768651340220808
G5,0.5060618061936838,0.4287372169638181,0.4940155799921611
