case,phi1_deg,response_phi2_deg,valid_phi2_deg,response_distance_kpc,valid_distance_kpc,response_pm1_masyr,valid_pm1_masyr,response_pm2_masyr,valid_pm2_masyr
G3,-13.0,0.0025161988877638874,True,-0.0009133922584201315,True,-0.0020170191783766,True,0.007721971151994911,True
G3,-11.0,-0.002989887411740222,True,-0.0024141553360461643,True,-0.0037241131927849835,True,0.006762560756489844,True
G3,-9.0,-0.007482568990234473,True,-0.0028760734761643647,True,-0.0037510477391968777,True,0.006143770861967823,True
G3,-7.0,-0.012257126754671166,True,-0.003986299372913393,True,-0.004711744976866328,True,0.005393002026511606,True
G3,-5.0,-0.01578151097292091,True,-0.00436491641936243,True,-0.004272151358465592,True,0.004584909720168895,True
G3,-3.0,-0.019982203543932764,True,-0.0057395836463118854,True,-0.0061951260812449505,True,0.0037461033551520195,True
G3,-1.0,-0.02101949222490629,True,-0.005723881462978753,True,-0.005928452158375563,True,0.0032576900596765768,True
G3,1.0,-0.02304451534882279,False,-0.006455316099559738,False,-0.0055963053441328015,False,0.002773703408365691,False
G3,3.0,-0.027914541759091582,False,-0.006824150526513861,False,-0.0020169447090578885,False,0.0025184110559171025,False
G3,5.0,-0.02765710240305186,False,-0.0076283229383253826,False,-0.006874575478991396,False,0.001733301431449119,False
G3,7.0,nan,False,nan,False,nan,False,nan,False
G3,9.0,-0.03426988917968865,False,-0.0068964559237727485,False,-0.00500981684715196,False,0.001070057978717509,False
G3,11.0,nan,False,nan,False,nan,False,nan,False
G4,-89.0,nan,False,nan,False,nan,False,nan,False
G4,-87.0,nan,False,nan,False,nan,False,nan,False
G4,-85.0,nan,False,nan,False,nan,False,nan,False
G4,-83.0,0.044960415828680045,False,-0.0028329842629624125,False,0.015707121171022465,False,-0.0008950437509622766,False
G4,-81.0,nan,False,nan,False,nan,False,nan,False
G4,-79.0,nan,False,nan,False,nan,False,nan,False
G4,-77.0,0.04723967311535304,False,-0.012059021310179219,False,-0.03168909024714672,False,-0.010247150044575548,False
G4,-75.0,0.04880101617835875,False,-0.009100366082124722,False,0.010733987955729773,False,-0.0012125707560923793,False
G4,-73.0,0.03439838098572623,False,-0.00848734058358147,False,-0.013943618587401119,False,-0.0008522084452748935,False
G4,-71.0,0.05860340233471617,False,-0.010691775187948949,False,-0.02227325952170567,False,-0.004025006036766587,False
G4,-69.0,0.03854780183236195,False,-0.012176112172881837,False,-0.023092008054273805,False,-0.00015829148361268253,False
G4,-67.0,0.03090365528614958,False,-0.011783082516696908,False,-0.0325573068862699,False,0.00035533465036108325,False
G4,-65.0,0.04964710472438605,False,-0.012099069828667375,False,-0.030006085647485747,False,-0.0008286583094938571,False
G4,-63.0,0.03042293907560556,False,-0.012262699400302779,False,-0.027370419190035022,False,-0.00015714649818754367,False
G4,-61.0,0.03169923077411463,False,-0.012100940808441152,False,-0.02713110150555309,False,0.00035253856715034004,False
